gametime,gameid,summonerid,gametype
1535010184,3317549592,57541180,Ranked Solo
1535008296,3317551234,57541180,Ranked Solo
1535005743,3317507102,57541180,Ranked Solo
1535004030,3317521775,57541180,Ranked Solo
1535002008,3317449371,57541180,Ranked Solo
1535000344,3317445964,57541180,Ranked Solo
1534961520,3317293657,57541180,Ranked Solo
1534958384,3317287888,57541180,Ranked Solo
1534956670,3317284963,57541180,Ranked Solo
1536170061,3333073657,41913808,Ranked Solo
1536157298,3332927766,41913808,ARAM
1536155270,3332898386,41913808,Ranked Solo
1536152058,3332815487,41913808,Ranked Solo
1536149918,3332768926,41913808,Ranked Solo
1536147853,3332717973,41913808,Ranked Solo
1536144561,3332710815,41913808,Ranked Solo
1536142661,3332664913,41913808,Ranked Solo
1536140105,3332647571,41913808,Ranked Solo
1536138340,3332603311,41913808,Ranked Solo
1536136960,3332599469,41913808,Ranked Solo
1536135458,3332572442,41913808,Ranked Solo
1536130128,3332422019,41913808,Ranked Solo
1536127688,3332500247,41913808,Ranked Solo
1536082666,3332067862,41913808,Ranked Solo
1536078777,3332062869,41913808,Ranked Solo
1536076658,3332030626,41913808,Ranked Solo
1536054114,3331454193,41913808,Ranked Solo
1536036346,3331292922,41913808,Ranked Solo
1535997743,3331149098,41913808,Ranked Solo
1534954492,3317239251,57541180,Ranked Solo
1534952572,3317213514,57541180,Ranked Solo
1534950224,3317165246,57541180,Ranked Solo
1534947498,3317106466,57541180,Ranked Solo
1534944656,3317078512,57541180,Ranked Solo
1534942475,3317071050,57541180,Special Mode
1534872808,3316223743,57541180,Ranked Solo
1534870512,3316230682,57541180,Ranked Solo
1534868420,3316193999,57541180,Ranked Solo
1534866174,3316151478,57541180,Ranked Solo
1534841582,3315702616,57541180,Ranked Solo
1534835654,3315418142,57541180,Ranked Solo
1534833771,3315393667,57541180,Ranked Solo
1534830939,3315339949,57541180,Ranked Solo
1534518167,3311594837,57541180,Special Mode
1534498417,3310952231,57541180,Ranked Solo
1534480638,3310742173,57541180,Ranked Solo
1534475944,3310726846,57541180,Special Mode
1534412516,3310176421,57541180,Ranked Solo
1534394083,3309695317,57541180,Ranked Solo
1535619436,3325854415,54692988,Ranked Solo
1535618046,3325810310,54692988,Ranked Solo
1535522241,3324709049,54692988,Ranked Solo
1535368140,3322807533,54692988,Ranked Solo
1534914205,3316666390,54692988,Special Mode
1534913012,3316664817,54692988,Special Mode
1534911891,3316652180,54692988,Ranked Solo
1534908680,3316369128,54692988,Ranked Solo
1534874173,3316224655,54692988,Ranked Solo
1534870804,3316198641,54692988,Ranked Solo
1534868010,3316174457,54692988,Ranked Solo
1534865223,3316150410,54692988,Ranked Solo
1534393303,3309694249,54692988,Ranked Solo
1534348805,3309472328,54692988,Ranked Solo
1534346667,3309407499,54692988,Ranked Solo
1532785749,3287496786,54692988,Ranked Solo
1532783126,3287327359,54692988,Ranked Solo
1532770707,3286948681,54692988,Ranked Solo
1532766781,3286907535,54692988,Ranked Solo
1532765276,3286871235,54692988,Ranked Solo
1535995953,3331156059,41913808,Ranked Solo
1535993514,3331119540,41913808,Ranked Solo
1535991755,3331115901,41913808,Ranked Solo
1535989389,3331087184,41913808,Ranked Solo
1535987580,3331066961,41913808,Ranked Solo
1535970696,3330709940,41913808,Ranked Solo
1535968549,3330695365,41913808,Ranked Solo
1535950350,3330281561,41913808,Ranked Solo
1535913770,3330166991,41913808,Ranked Solo
1535911611,3330164932,41913808,Ranked Solo
1535909619,3330129124,41913808,Ranked Solo
1535896403,3329978030,41913808,Special Mode
1535895257,3329936624,41913808,Ranked Solo
1535881874,3329666119,41913808,Ranked Solo
1535879343,3329598592,41913808,Ranked Solo
1535877251,3329569818,41913808,Ranked Solo
1535875351,3329543594,41913808,Ranked Solo
1535863214,3329163079,41913808,Ranked Solo
1535827891,3328814630,41913808,Ranked Solo
1535825510,3328767714,41913808,Ranked Solo
1534392229,3309652274,57541180,Ranked Solo
1534358830,3309538302,57541180,Ranked Solo
1534356471,3309546179,57541180,Ranked Solo
1534354658,3309514495,57541180,Ranked Solo
1534310741,3308832640,57541180,Ranked Solo
1534308905,3308757180,57541180,Ranked Solo
1534306732,3308729843,57541180,Ranked Solo
1534303193,3308746539,57541180,Ranked Solo
1534272709,3308278175,57541180,Ranked Solo
1534270139,3308303273,57541180,Ranked Solo
1534268466,3308300290,57541180,Ranked Solo
1534266359,3308225611,57541180,Ranked Solo
1534264359,3308198518,57541180,Ranked Solo
1534262027,3308174451,57541180,Ranked Solo
1534260475,3308148769,57541180,Ranked Solo
1534258970,3308131765,57541180,Ranked Solo
1534217783,3307254808,57541180,Ranked Solo
1534186221,3307078923,57541180,Ranked Solo
1534183892,3307096180,57541180,Ranked Solo
1534181760,3307085287,57541180,Ranked Solo
1532527369,3284016957,54692988,Ranked Solo
1532457161,3283153225,54692988,Ranked Solo
1532432953,3282819150,54692988,Ranked Solo
1532430594,3282824761,54692988,Ranked Solo
1532429212,3282790943,54692988,Ranked Solo
1532413028,3282602517,54692988,Ranked Solo
1531767244,3275094380,54692988,Ranked Solo
1531729966,3274379303,54692988,Ranked Solo
1531560625,3272510488,54692988,Ranked Solo
1531555856,3272435782,54692988,Ranked Solo
1531387781,3270406780,54692988,Ranked Solo
1531301500,3269641186,54692988,Ranked Solo
1531299903,3269595891,54692988,Ranked Solo
1531246072,3268955057,54692988,Ranked Solo
1531214727,3268463357,54692988,Ranked Solo
1531212014,3268413831,54692988,Ranked Solo
1531121096,3267230167,54692988,Ranked Solo
1531071480,3266908944,54692988,Ranked Solo
1531068771,3266932234,54692988,Ranked Solo
1531066220,3266896627,54692988,Ranked Solo
1535812249,3328573059,41913808,Ranked Solo
1535793575,3328310990,41913808,Special Mode
1535792181,3328263296,41913808,Ranked Solo
1535741332,3327474646,41913808,Special Mode
1535738949,3327450525,41913808,Ranked Solo
1535737026,3327433826,41913808,Ranked Solo
1535734254,3327367766,41913808,Ranked Solo
1535731986,3327326217,41913808,Ranked Solo
1535727576,3327250174,41913808,Ranked Solo
1535708426,3326865150,41913808,Ranked Solo
1535652608,3326272676,41913808,Ranked Solo
1535651612,3326219095,41913808,Ranked Solo
1535649256,3326245908,41913808,Ranked Solo
1535647822,3326223152,41913808,Ranked Solo
1535646029,3326178988,41913808,Ranked Solo
1535644164,3326181134,41913808,Ranked Solo
1535641421,3326155691,41913808,Ranked Solo
1535636626,3326097184,41913808,Ranked Solo
1535615143,3325801325,41913808,Ranked Solo
1535569281,3325299606,41913808,Ranked Solo
1534180780,3307081709,57541180,Ranked Solo
1534178801,3307065552,57541180,Ranked Solo
1534176124,3307032860,57541180,Ranked Solo
1534174611,3306995614,57541180,Ranked Solo
1534171826,3306928341,57541180,Ranked Solo
1534169378,3306950337,57541180,Ranked Solo
1534166971,3306829301,57541180,Ranked Solo
1534153528,3306665070,57541180,Ranked Solo
1534151538,3306620381,57541180,Ranked Solo
1534149101,3306593392,57541180,Ranked Solo
1534099964,3306037228,57541180,Ranked Solo
1534097463,3306064017,57541180,Ranked Solo
1534095600,3306030487,57541180,Ranked Solo
1534066021,3305463657,57541180,Ranked Solo
1534009035,3304881820,57541180,Ranked Solo
1534007712,3304874494,57541180,Ranked Solo
1534004326,3304795735,57541180,Ranked Solo
1534001958,3304758247,57541180,Ranked Solo
1534000113,3304741413,57541180,Ranked Solo
1533998546,3304612970,57541180,Ranked Solo
1535566840,3325258432,41913808,Ranked Solo
1535565072,3325294339,41913808,Ranked Solo
1535562819,3325261835,41913808,Ranked Solo
1535560358,3325217691,41913808,Ranked Solo
1535558346,3325174288,41913808,Ranked Solo
1535553942,3325161558,41913808,Ranked Solo
1535551493,3325112779,41913808,Ranked Solo
1535548264,3325018284,41913808,Ranked Solo
1535546007,3325000222,41913808,Ranked Solo
1535543774,3324922633,41913808,Ranked Solo
1535539910,3324887087,41913808,Ranked Solo
1535531722,3324799328,41913808,Ranked Solo
1535529877,3324795185,41913808,Ranked Solo
1535528276,3324791996,41913808,Ranked Solo
1535524946,3324733862,41913808,Ranked Solo
1535519487,3324676510,41913808,Ranked Solo
1535518104,3324693878,41913808,Ranked Solo
1535482727,3324228383,41913808,Ranked Solo
1535479700,3324205310,41913808,Ranked Solo
1535476995,3324211107,41913808,Ranked Solo
1535474689,3324147640,41913808,Ranked Solo
1535461592,3323986913,41913808,Ranked Solo
1535445273,3323698168,41913808,Ranked Solo
1535443814,3323733093,41913808,Ranked Solo
1535391044,3323254869,41913808,Ranked Solo
1535388969,3323271356,41913808,Ranked Solo
1535387056,3323159089,41913808,Ranked Solo
1535385648,3323172194,41913808,Ranked Solo
1535378517,3323046431,41913808,ARAM
1535360824,3322791124,41913808,Ranked Solo
1535358235,3322735952,41913808,Ranked Solo
1535356734,3322701155,41913808,Ranked Solo
1535352799,3322693312,41913808,Ranked Solo
1535349503,3322618744,41913808,Ranked Solo
1535347698,3322625529,41913808,Ranked Solo
1535345061,3322612371,41913808,Ranked Solo
1535027469,3318147479,41913808,Special Mode
1535026230,3318172825,41913808,Special Mode
1534949199,3317152984,41913808,Ranked Solo
1534946279,3317105614,41913808,Ranked Solo
1531063832,3266891272,54692988,Ranked Solo
1531057320,3266709222,54692988,Ranked Solo
1531054093,3266671113,54692988,Ranked Solo
1530985155,3265571489,54692988,Ranked Solo
1530982961,3265514599,54692988,Ranked Solo
1530980161,3265465348,54692988,Ranked Solo
1530977863,3265417716,54692988,Ranked Solo
1530976078,3265337419,54692988,Ranked Solo
1530973481,3265308317,54692988,Ranked Solo
1530971225,3265228816,54692988,Ranked Solo
1530955379,3264914353,54692988,Ranked Solo
1530901731,3264237735,54692988,Ranked Solo
1530899450,3264270367,54692988,Ranked Solo
1530896762,3264164538,54692988,Ranked Solo
1530894038,3264047818,54692988,Ranked Solo
1530892081,3263956232,54692988,Ranked Solo
1530889418,3263895129,54692988,Ranked Solo
1530885540,3263814234,54692988,Ranked Solo
1530883943,3263781391,54692988,Ranked Solo
1530881643,3263710266,54692988,Ranked Solo
1533995501,3304369173,57541180,Ranked Solo
1533989223,3304204522,57541180,Ranked Solo
1533986127,3304164329,57541180,Ranked Solo
1533983439,3304114645,57541180,Ranked Solo
1533980829,3304049536,57541180,Ranked Solo
1533979089,3304050970,57541180,Ranked Solo
1533975004,3303987577,57541180,Ranked Solo
1533973396,3303919228,57541180,Ranked Solo
1533971381,3303933098,57541180,Ranked Solo
1533926276,3303562073,57541180,Ranked Solo
1533922714,3303507293,57541180,Ranked Solo
1533920936,3303504147,57541180,Ranked Solo
1533919500,3303448815,57541180,Ranked Solo
1533917224,3303471504,57541180,Ranked Solo
1533914551,3303401650,57541180,Ranked Solo
1533908696,3303276911,57541180,Ranked Solo
1533905133,3303085228,57541180,Ranked Solo
1533902397,3302885824,57541180,Ranked Solo
1533900659,3302808025,57541180,Ranked Solo
1533898310,3302842484,57541180,Ranked Solo
1530879399,3263672475,54692988,Ranked Solo
1530877823,3263614061,54692988,Ranked Solo
1530860773,3263291023,54692988,Ranked Solo
1530858219,3263255813,54692988,Ranked Solo
1530856621,3263208212,54692988,Ranked Solo
1530854143,3263173467,54692988,Ranked Solo
1530852148,3263129646,54692988,Ranked Solo
1530803998,3262882193,54692988,Ranked Solo
1530800628,3262821307,54692988,Ranked Solo
1530799020,3262804965,54692988,Ranked Solo
1530729807,3261778176,54692988,Ranked Solo
1530726635,3261735936,54692988,Ranked Solo
1530724726,3261731798,54692988,Ranked Solo
1530722304,3261725724,54692988,Ranked Solo
1530720104,3261712840,54692988,Ranked Solo
1530718586,3261655116,54692988,Ranked Solo
1530715545,3261607438,54692988,Ranked Solo
1530713699,3261569520,54692988,Ranked Solo
1530711095,3261533168,54692988,Ranked Solo
1530709707,3261517331,54692988,Ranked Solo
1534930662,3316843588,41913808,Ranked Solo
1534929216,3316817213,41913808,Ranked Solo
1534843765,3315709967,41913808,Ranked Solo
1534824741,3315362642,41913808,Ranked Solo
1534790395,3315210379,41913808,Ranked Solo
1534788592,3315206188,41913808,Ranked Solo
1534785582,3315203065,41913808,Ranked Solo
1534783692,3315118903,41913808,Ranked Solo
1534779809,3315109666,41913808,Ranked Solo
1534777665,3315083349,41913808,Ranked Solo
1534773657,3315015287,41913808,Special Mode
1534772063,3314996380,41913808,Ranked Solo
1534763461,3314858794,41913808,Special Mode
1534761894,3314843754,41913808,Ranked Solo
1534760071,3314850100,41913808,Ranked Solo
1534759039,3314775493,41913808,Ranked Solo
1534756755,3314719076,41913808,Ranked Solo
1534738880,3314594066,41913808,Ranked Solo
1534736439,3314562550,41913808,Ranked Solo
1534526147,3311688244,41913808,Ranked Solo
1534523685,3311690533,41913808,Ranked Solo
1534520992,3311634853,41913808,Ranked Solo
1534518997,3311622390,41913808,Ranked Solo
1534516497,3311556708,41913808,Ranked Solo
1534426299,3310359963,41913808,Ranked Solo
1534411982,3310157392,41913808,Ranked Solo
1534358463,3309538625,41913808,Ranked Solo
1534356459,3309545743,41913808,Ranked Solo
1534354365,3309533844,41913808,Ranked Solo
1534352883,3309520636,41913808,Ranked Solo
1534350753,3309496572,41913808,Ranked Solo
1534097455,3306044623,41913808,Ranked Solo
1534094797,3306040515,41913808,Ranked Solo
1532615094,3285210833,41913808,Ranked Solo
1532610329,3285085583,41913808,Ranked Solo
1532608117,3285076394,41913808,Ranked Solo
1532605907,3285061880,41913808,Ranked Solo
1532604278,3284985702,41913808,Ranked Solo
1532601935,3284958330,41913808,Ranked Solo
1532599102,3284961597,41913808,Ranked Solo
1533896926,3302785310,57541180,Ranked Solo
1533893176,3302726868,57541180,Ranked Solo
1533888081,3302670806,57541180,Ranked Solo
1533885750,3302625470,57541180,Ranked Solo
1533884053,3302630865,57541180,Ranked Solo
1533881634,3302584806,57541180,Ranked Solo
1533875769,3302498230,57541180,Ranked Solo
1533873264,3302484143,57541180,Ranked Solo
1533801793,3301693655,57541180,Ranked Solo
1533800017,3301440000,57541180,Ranked Solo
1533798848,3301423443,57541180,Ranked Solo
1533796184,3301387701,57541180,Ranked Solo
1533794544,3301393530,57541180,Ranked Solo
1533793058,3301319222,57541180,Ranked Solo
1533635025,3299189571,57541180,Ranked Solo
1533612739,3298858318,57541180,Ranked Solo
1533580418,3298729984,57541180,Ranked Solo
1533578719,3298687414,57541180,Ranked Solo
1533547925,3298119231,57541180,Ranked Solo
1533527264,3297660169,57541180,Ranked Solo
1530634614,3260816312,54692988,Ranked Solo
1530632850,3260782483,54692988,Ranked Solo
1530630428,3260734796,54692988,Ranked Solo
1530609510,3260087846,54692988,Ranked Solo
1530607218,3260052580,54692988,Ranked Solo
1530552734,3259676104,54692988,Ranked Solo
1530550274,3259662109,54692988,Ranked Solo
1530548174,3259636795,54692988,Ranked Solo
1530458497,3258723075,54692988,Ranked Solo
1530457000,3258678337,54692988,Ranked Solo
1530362009,3256912962,54692988,Ranked Solo
1530359730,3256894781,54692988,Ranked Solo
1530357050,3256778865,54692988,Ranked Solo
1530354211,3256780684,54692988,Ranked Solo
1530352367,3256734904,54692988,Ranked Solo
1530193995,3254580764,54692988,Ranked Solo
1530192200,3254553257,54692988,Ranked Solo
1530117671,3253603339,54692988,Ranked Solo
1530116107,3253591024,54692988,Ranked Solo
1530113431,3253547441,54692988,Ranked Solo
1532586241,3284782344,41913808,Ranked Solo
1532581249,3284407974,41913808,Ranked Solo
1532578496,3284403153,41913808,Ranked Solo
1532576147,3284348336,41913808,Ranked Solo
1532537705,3284195736,41913808,Ranked Solo
1532510143,3283769978,41913808,Ranked Solo
1532507810,3283785041,41913808,Ranked Solo
1532505853,3283750816,41913808,Ranked Solo
1532415669,3282626672,41913808,Ranked Solo
1532411102,3282575653,41913808,Ranked Solo
1532409198,3282543786,41913808,Ranked Solo
1532366955,3282129955,41913808,Ranked Solo
1532284502,3281310781,41913808,Ranked Solo
1532271113,3281173058,41913808,Ranked Solo
1532267026,3281039879,41913808,Ranked Solo
1532251590,3280538002,41913808,Ranked Solo
1532234588,3280280057,41913808,Ranked Solo
1532226211,3280172816,41913808,Normal
1532223988,3280181199,41913808,Normal
1532197833,3280038925,41913808,Ranked Solo
1530108862,3253560206,54692988,Ranked Solo
1530106047,3253514300,54692988,Ranked Solo
1530093185,3253320164,54692988,Ranked Solo
1530004010,3252309880,54692988,Ranked Solo
1530001576,3252296727,54692988,Ranked Solo
1529999961,3252292507,54692988,Ranked Solo
1529911574,3251390814,54692988,ARAM
1529910055,3251346399,54692988,Ranked Solo
1529905646,3251350478,54692988,Ranked Solo
1529903967,3251328182,54692988,Ranked Solo
1529866449,3251216960,54692988,Ranked Solo
1529864409,3251233399,54692988,Ranked Solo
1529861778,3251202225,54692988,Ranked Solo
1529860237,3251189400,54692988,Ranked Solo
1529858483,3251157095,54692988,Ranked Solo
1529848555,3251071736,54692988,Ranked Solo
1529846870,3251016844,54692988,Ranked Solo
1529830934,3250749021,54692988,Ranked Solo
1529774137,3250049178,54692988,Ranked Solo
1529765007,3249994522,54692988,Ranked Solo
1533494720,3297479510,57541180,Ranked Solo
1533491644,3297456502,57541180,Ranked Solo
1533489709,3297461149,57541180,Ranked Solo
1533487218,3297406637,57541180,Ranked Solo
1533485092,3297411630,57541180,Ranked Solo
1533483318,3297355663,57541180,Ranked Solo
1533407795,3296095444,57541180,Ranked Solo
1533405696,3296082051,57541180,Ranked Solo
1533404004,3296008346,57541180,Ranked Solo
1533401946,3296032705,57541180,Ranked Solo
1533400320,3295967003,57541180,Ranked Solo
1533397735,3295914692,57541180,Ranked Solo
1533318376,3294632754,57541180,Ranked Solo
1533316028,3294576999,57541180,Ranked Solo
1533289053,3294103360,57541180,Ranked Solo
1533286866,3294056211,57541180,Ranked Solo
1533284773,3294011224,57541180,Ranked Solo
1533266809,3293726608,57541180,Ranked Solo
1533235640,3293605816,57541180,Ranked Solo
1533204026,3292825403,57541180,Ranked Solo
1532195244,3280045019,41913808,Ranked Solo
1532193348,3280041137,41913808,Ranked Solo
1532093558,3278574471,41913808,Ranked Solo
1532091352,3278562919,41913808,Ranked Solo
1532084066,3278242712,41913808,Ranked Solo
1532081702,3278095539,41913808,Ranked Solo
1532078481,3278080816,41913808,Ranked Solo
1532076504,3278065703,41913808,Ranked Solo
1532074067,3278008914,41913808,Ranked Solo
1532061515,3277863384,41913808,Ranked Solo
1532057480,3277829358,41913808,Ranked Solo
1532025014,3277715157,41913808,Ranked Solo
1532023002,3277693807,41913808,Ranked Solo
1532021223,3277690648,41913808,Ranked Solo
1532017956,3277674684,41913808,Ranked Solo
1532015069,3277589685,41913808,Ranked Solo
1532012669,3277613659,41913808,Ranked Solo
1532010998,3277558635,41913808,Ranked Solo
1532009158,3277554481,41913808,Ranked Solo
1532007816,3277509937,41913808,Ranked Solo
1529762532,3249944565,54692988,Ranked Solo
1529760615,3249901156,54692988,Ranked Solo
1529744531,3249613441,54692988,Ranked Solo
1529741408,3249566361,54692988,Ranked Solo
1529694215,3248981001,54692988,Ranked Solo
1529604280,3248216304,54692988,Ranked Solo
1529601598,3248252691,54692988,Ranked Solo
1529600129,3248178832,54692988,Ranked Solo
1529597165,3248174276,54692988,Ranked Solo
1529594817,3248138804,54692988,Ranked Solo
1529593080,3248123596,54692988,Ranked Solo
1529589939,3248015339,54692988,Ranked Solo
1529587369,3247756333,54692988,Ranked Solo
1529572659,3247570260,54692988,Ranked Solo
1529569731,3247564238,54692988,Ranked Solo
1529518667,3247352807,54692988,Ranked Solo
1528282860,3231805087,54692988,Ranked Solo
1528280740,3231749634,54692988,Ranked Solo
1528279132,3231742552,54692988,Ranked Solo
1528276898,3231673597,54692988,Ranked Solo
1533195386,3292731347,57541180,Ranked Solo
1533147711,3292440284,57541180,Ranked Solo
1533146881,3292397030,57541180,Ranked Solo
1533144119,3292402668,57541180,Ranked Solo
1533141552,3292348227,57541180,Ranked Solo
1533139856,3292323413,57541180,Ranked Solo
1533137656,3292317849,57541180,Ranked Solo
1533108009,3291567554,57541180,Ranked Solo
1533095244,3291407035,57541180,Ranked Solo
1532922710,3289126898,57541180,Ranked Solo
1532889985,3289022032,57541180,Ranked Solo
1532887318,3288979212,57541180,Ranked Solo
1532884981,3288984959,57541180,Ranked Solo
1532882659,3288919823,57541180,Ranked Solo
1532879816,3288912793,57541180,Ranked Solo
1532802661,3287760247,57541180,Ranked Solo
1532800152,3287754586,57541180,Ranked Solo
1532797968,3287708659,57541180,Ranked Solo
1532795692,3287704290,57541180,Ranked Solo
1532793811,3287616424,57541180,Ranked Solo
